
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        15      203       1.37693E-02   0.1273
        16      203       1.38086E-02   0.1197
        17      203       1.46261E-02   0.0389
        18      203       1.53198E-02   0.0442
        19      203       1.72143E-02   0.0427
        20      203       1.92458E-02   0.0389
        21      203       2.32351E-02   0.0427
        22      203       2.33705E-02   0.0396
        23      203       2.50293E-02   0.0417
        24      203       2.51418E-02   0.0440
        25      203       2.60928E-02   0.0371
        26      203       2.61377E-02   0.0362
        27      203       3.07908E-02   0.0343
        28      203       2.95114E-02   0.0415
        29      203       2.81349E-02   0.0437
        30      203       2.79609E-02   0.0541
        31      203       3.30610E-02   0.0416
        32      203       3.51245E-02   0.0417
         1      204       8.91235E-03   0.0720
         2      204       8.80977E-03   0.0717
         3      204       9.35861E-03   0.0751
         4      204       9.62452E-03   0.0809
         5      204       1.01006E-02   0.0828
         6      204       1.04654E-02   0.0815
         7      204       1.07730E-02   0.0793
         8      204       1.13506E-02   0.0799
         9      204       1.10064E-02   0.0892
        10      204       1.17219E-02   0.1014
        11      204       1.19764E-02   0.1052
        12      204       1.17607E-02   0.1026
        13      204       1.16506E-02   0.0991
        14      204       1.23970E-02   0.1269
        15      204       1.11767E-02   0.1298
        16      204       1.04068E-02   0.1223
        17      204       1.32241E-02   0.0363
        18      204       1.48628E-02   0.0447
        19      204       1.69876E-02   0.0457
        20      204       1.86401E-02   0.0381
        21      204       2.09668E-02   0.0381
        22      204       2.26350E-02   0.0395
        23      204       2.37357E-02   0.0403
        24      204       2.37950E-02   0.0380
        25      204       2.47555E-02   0.0352
        26      204       2.70010E-02   0.0391
        27      204       3.01302E-02   0.0367
        28      204       3.21680E-02   0.0402
        29      204       2.77867E-02   0.0467
        30      204       2.63342E-02   0.0463
        31      204       3.12186E-02   0.0439
        32      204       3.43210E-02   0.0454
         1      205       8.87114E-03   0.0749
         2      205       9.37198E-03   0.0756
         3      205       9.92524E-03   0.0811
         4      205       1.02358E-02   0.0849
         5      205       1.00466E-02   0.0844
         6      205       1.02826E-02   0.0840
         7      205       1.04341E-02   0.0835
         8      205       1.02629E-02   0.0895
         9      205       1.06026E-02   0.0915
        10      205       1.02084E-02   0.0916
        11      205       9.65063E-03   0.0979
        12      205       9.32233E-03   0.1048
        13      205       9.39932E-03   0.1197
        14      205       8.86507E-03   0.1010
        15      205       8.98004E-03   0.0953
        16      205       8.75803E-03   0.0920
        17      205       1.37646E-02   0.0391
        18      205       1.63834E-02   0.0511
        19      205       1.78662E-02   0.0481
        20      205       1.93019E-02   0.0418
        21      205       2.14360E-02   0.0407
        22      205       2.22700E-02   0.0383
        23      205       2.25572E-02   0.0407
        24      205       2.38851E-02   0.0386
        25      205       2.40386E-02   0.0390
        26      205       2.58385E-02   0.0388
        27      205       3.15944E-02   0.0379
        28      205       3.09288E-02   0.0405
        29      205       2.70343E-02   0.0447
        30      205       2.62346E-02   0.0452
        31      205       3.05532E-02   0.0414
        32      205       3.28421E-02   0.0410
         1      206       9.88184E-03   0.0876
         2      206       1.00966E-02   0.0822
         3      206       9.72373E-03   0.0821
         4      206       9.38878E-03   0.0920
         5      206       1.03271E-02   0.1036
         6      206       9.81675E-03   0.0971
         7      206       1.00266E-02   0.0977
         8      206       1.05660E-02   0.1067
         9      206       1.03834E-02   0.1068
        10      206       1.00018E-02   0.1093
        11      206       1.01326E-02   0.1148
        12      206       1.05738E-02   0.1276
        13      206       1.12962E-02   0.1293
        14      206       1.21807E-02   0.1317
        15      206       1.21138E-02   0.1258
        16      206       1.24626E-02   0.1185
        17      206       1.37059E-02   0.0423
        18      206       1.52532E-02   0.0534
        19      206       1.62636E-02   0.0466
        20      206       1.71018E-02   0.0389
        21      206       1.99061E-02   0.0395
        22      206       2.11302E-02   0.0379
        23      206       2.20693E-02   0.0410
        24      206       2.27911E-02   0.0550
        25      206       2.38005E-02   0.0427
        26      206       2.67564E-02   0.0406
        27      206       2.98305E-02   0.0361
        28      206       2.92408E-02   0.0402
        29      206       2.61915E-02   0.0464
        30      206       2.49825E-02   0.0467
        31      206       2.84699E-02   0.0444
        32      206       3.11296E-02   0.0434
         1      207       9.54662E-03   0.0804
         2      207       9.95917E-03   0.0871
         3      207       1.01367E-02   0.0942
         4      207       1.10038E-02   0.1027
         5      207       1.02283E-02   0.0857
         6      207       1.08549E-02   0.1006
         7      207       1.15782E-02   0.0944
         8      207       1.22684E-02   0.0964
         9      207       1.23348E-02   0.1057
        10      207       1.23239E-02   0.1200
        11      207       1.23851E-02   0.1331
        12      207       1.16846E-02   0.1216
        13      207       1.09369E-02   0.1090
        14      207       9.27702E-03   0.1218
        15      207       9.61991E-03   0.1256
        16      207       9.56925E-03   0.1155
        17      207       1.34427E-02   0.0391
        18      207       1.44075E-02   0.0497
        19      207       1.58624E-02   0.0489
        20      207       1.64870E-02   0.0351
        21      207       2.06547E-02   0.0425
        22      207       2.02276E-02   0.0394
        23      207       2.13686E-02   0.0429
        24      207       2.10136E-02   0.0408
        25      207       2.24205E-02   0.0416
        26      207       2.54634E-02   0.0425
        27      207       2.99479E-02   0.0387
        28      207       2.86071E-02   0.0444
        29      207       2.63584E-02   0.0473
        30      207       2.60784E-02   0.0527
        31      207       2.99069E-02   0.0458
        32      207       3.43412E-02   0.0459
         1      208       8.46250E-03   0.0856
         2      208       8.65285E-03   0.0853
         3      208       9.76710E-03   0.1009
         4      208       1.02274E-02   0.1151
         5      208       1.02050E-02   0.1077
         6      208       1.01286E-02   0.0866
         7      208       9.92381E-03   0.0888
         8      208       9.98805E-03   0.0938
         9      208       1.00367E-02   0.1054
        10      208       1.01615E-02   0.1263
        11      208       9.96169E-03   0.1286
        12      208       9.85857E-03   0.1243
        13      208       1.03898E-02   0.1167
        14      208       1.18958E-02   0.1253
        15      208       1.14314E-02   0.1220
        16      208       1.11727E-02   0.1200
        17      208       1.27887E-02   0.0372
        18      208       1.41323E-02   0.0474
        19      208       1.51886E-02   0.0501
        20      208       1.72559E-02   0.0428
        21      208       1.81696E-02   0.0376
        22      208       1.93275E-02   0.0364
        23      208       2.04353E-02   0.0385
        24      208       2.19387E-02   0.0392
        25      208       2.14607E-02   0.0378
        26      208       2.50390E-02   0.0391
        27      208       2.94409E-02   0.0392
        28      208       2.96333E-02   0.0431
        29      208       2.53170E-02   0.0451
        30      208       2.45359E-02   0.0559
        31      208       2.84191E-02   0.0484
        32      208       3.29943E-02   0.0495
         1      209       8.63025E-03   0.0825
         2      209       9.08628E-03   0.0859
         3      209       9.77176E-03   0.0877
         4      209       9.84243E-03   0.0882
         5      209       1.05027E-02   0.0897
         6      209       1.04258E-02   0.0894
         7      209       1.10045E-02   0.0875
         8      209       1.15447E-02   0.0967
         9      209       1.20208E-02   0.1001
        10      209       1.24477E-02   0.1023
        11      209       1.28097E-02   0.1065
        12      209       1.25459E-02   0.1037
        13      209       1.15283E-02   0.1036
        14      209       1.00325E-02   0.1004
        15      209       1.01136E-02   0.1081
        16      209       1.00440E-02   0.1042
        17      209       1.34460E-02   0.0400
        18      209       1.38627E-02   0.0467
        19      209       1.53358E-02   0.0501
        20      209       1.60902E-02   0.0431
        21      209       1.80899E-02   0.0405
        22      209       1.88873E-02   0.0378
        23      209       2.12350E-02   0.0418
        24      209       2.10470E-02   0.0397
        25      209       2.10518E-02   0.0438
        26      209       2.34580E-02   0.0406
        27      209       2.63385E-02   0.0404
        28      209       2.60856E-02   0.0430
        29      209       2.46785E-02   0.0473
        30      209       2.33111E-02   0.0483
        31      209       2.71639E-02   0.0421
        32      209       3.05798E-02   0.0480
         1      210       8.99586E-03   0.0899
         2      210       9.31570E-03   0.0867
         3      210       9.27051E-03   0.0867
         4      210       9.48805E-03   0.0931
         5      210       8.96561E-03   0.0933
         6      210       8.86349E-03   0.0953
         7      210       8.86346E-03   0.1015
         8      210       9.66183E-03   0.0986
         9      210       1.05141E-02   0.1201
        10      210       1.11054E-02   0.1436
        11      210       1.02288E-02   0.1516
        12      210       1.09760E-02   0.1369
        13      210       1.05168E-02   0.1277
        14      210       1.02547E-02   0.1337
        15      210       9.90492E-03   0.1484
        16      210       1.12141E-02   0.1591
        17      210       1.20090E-02   0.0426
        18      210       1.23933E-02   0.0490
        19      210       1.40957E-02   0.0516
        20      210       1.55817E-02   0.0399
        21      210       1.81739E-02   0.0383
        22      210       1.89967E-02   0.0437
        23      210       1.95707E-02   0.0411
        24      210       2.11804E-02   0.0420
        25      210       2.11171E-02   0.0391
        26      210       2.22797E-02   0.0407
        27      210       2.61130E-02   0.0377
        28      210       2.80562E-02   0.0445
        29      210       2.34991E-02   0.0453
        30      210       2.28236E-02   0.0501
        31      210       2.59616E-02   0.0479
        32      210       2.88179E-02   0.0481
         1      211       8.35980E-03   0.0804
         2      211       8.01991E-03   0.0779
         3      211       7.92244E-03   0.0787
         4      211       8.25610E-03   0.0866
         5      211       9.02987E-03   0.0866
         6      211       9.11782E-03   0.0894
         7      211       9.51753E-03   0.0951
         8      211       9.47107E-03   0.1064
         9      211       9.54940E-03   0.1070
        10      211       9.58098E-03   0.1306
        11      211       1.02987E-02   0.1316
        12      211       1.02865E-02   0.1315
        13      211       1.04653E-02   0.1239
        14      211       1.07858E-02   0.1334
        15      211       9.60325E-03   0.1331
        16      211       8.35273E-03   0.1205
        17      211       1.17672E-02   0.0408
        18      211       1.24935E-02   0.0530
        19      211       1.30688E-02   0.0488
        20      211       1.57120E-02   0.0628
        21      211       1.70877E-02   0.0448
        22      211       1.75724E-02   0.0384
        23      211       1.86163E-02   0.0374
        24      211       1.95719E-02   0.0404
        25      211       2.12816E-02   0.0447
        26      211       2.32484E-02   0.0421
        27      211       2.71325E-02   0.0387
        28      211       2.69491E-02   0.0474
        29      211       2.31261E-02   0.0475
        30      211       2.21992E-02   0.0500
        31      211       2.59984E-02   0.0448
        32      211       2.77477E-02   0.0445
         1      212       9.33957E-03   0.0887
         2      212       1.00518E-02   0.0955
         3      212       1.03472E-02   0.1068
         4      212       1.07234E-02   0.1215
         5      212       1.10111E-02   0.1176
         6      212       1.11261E-02   0.1074
         7      212       1.05660E-02   0.1019
         8      212       1.04187E-02   0.1042
         9      212       1.01562E-02   0.1182
        10      212       9.76265E-03   0.1302
        11      212       9.48320E-03   0.1369
        12      212       1.05136E-02   0.1330
        13      212       1.22126E-02   0.1554
        14      212       1.28508E-02   0.1954
        15      212       1.27976E-02   0.1814
        16      212       1.22555E-02   0.1567
        17      212       1.15798E-02   0.0429
        18      212       1.18961E-02   0.0531
        19      212       1.33562E-02   0.0561
        20      212       1.45767E-02   0.0439
        21      212       1.60929E-02   0.0441
        22      212       1.71710E-02   0.0379
        23      212       1.93631E-02   0.0408
        24      212       1.89690E-02   0.0423
        25      212       1.92016E-02   0.0415
        26      212       2.04802E-02   0.0417
        27      212       2.52538E-02   0.0420
        28      212       2.61590E-02   0.0530
        29      212       2.24780E-02   0.0543
        30      212       2.16739E-02   0.0532
        31      212       2.41963E-02   0.0455
        32      212       2.83840E-02   0.0490
         1      213       8.68869E-03   0.0955
         2      213       9.04996E-03   0.0958
         3      213       1.05733E-02   0.1093
         4      213       1.08814E-02   0.1235
         5      213       1.01169E-02   0.1151
         6      213       1.04371E-02   0.1133
         7      213       1.03129E-02   0.1043
         8      213       9.63584E-03   0.1071
         9      213       1.04695E-02   0.1257
        10      213       1.19102E-02   0.1446
        11      213       1.25442E-02   0.1522
        12      213       1.08909E-02   0.1499
        13      213       1.00962E-02   0.1444
        14      213       9.49726E-03   0.1300
        15      213       9.94009E-03   0.1257
        16      213       9.55397E-03   0.1177
        17      213       1.08609E-02   0.0407
        18      213       1.18127E-02   0.0502
        19      213       1.26486E-02   0.0506
        20      213       1.40897E-02   0.0417
        21      213       1.70827E-02   0.0500
        22      213       1.76762E-02   0.0452
        23      213       1.88049E-02   0.0417
        24      213       1.80869E-02   0.0400
        25      213       1.95938E-02   0.0410
        26      213       2.17561E-02   0.0436
        27      213       2.50704E-02   0.0408
        28      213       2.35490E-02   0.0455
        29      213       2.10042E-02   0.0492
        30      213       2.02192E-02   0.0478
        31      213       2.43319E-02   0.0460
        32      213       2.77482E-02   0.0761
         1      214       8.68751E-03   0.0824
         2      214       9.15683E-03   0.0869
         3      214       9.18442E-03   0.0938
         4      214       1.03385E-02   0.1049
         5      214       1.07781E-02   0.1006
         6      214       1.07114E-02   0.1005
         7      214       1.20128E-02   0.0998
         8      214       1.32074E-02   0.1062
         9      214       1.26836E-02   0.1079
        10      214       1.19588E-02   0.1154
        11      214       1.07900E-02   0.1192
        12      214       9.86062E-03   0.1126
        13      214       9.94798E-03   0.1071
        14      214       1.00410E-02   0.1133
        15      214       9.40586E-03   0.1049
        16      214       9.86029E-03   0.1076
        17      214       1.06093E-02   0.0429
        18      214       1.14403E-02   0.0500
        19      214       1.21083E-02   0.0493
        20      214       1.40213E-02   0.0429
        21      214       1.52377E-02   0.0478
        22      214       1.59348E-02   0.0395
        23      214       1.80110E-02   0.0427
        24      214       1.77309E-02   0.0411
        25      214       1.89232E-02   0.0412
        26      214       1.97864E-02   0.0409
        27      214       2.30351E-02   0.0446
        28      214       2.30870E-02   0.0464
        29      214       2.07048E-02   0.0485
        30      214       1.92894E-02   0.0506
        31      214       2.21692E-02   0.0546
        32      214       2.39617E-02   0.0501
         1      215       8.39796E-03   0.0800
         2      215       8.58279E-03   0.0815
         3      215       9.60940E-03   0.0922
         4      215       9.58301E-03   0.1022
         5      215       9.65814E-03   0.0996
         6      215       9.54447E-03   0.0932
         7      215       8.89002E-03   0.0875
         8      215       9.15991E-03   0.0881
         9      215       9.81247E-03   0.0944
        10      215       1.04000E-02   0.1029
        11      215       1.02768E-02   0.1046
        12      215       1.09955E-02   0.0998
        13      215       1.05669E-02   0.1012
        14      215       9.45238E-03   0.1138
        15      215       9.32474E-03   0.1285
        16      215       8.73903E-03   0.1179
        17      215       1.09107E-02   0.0424
        18      215       1.10026E-02   0.0541
        19      215       1.35805E-02   0.0775
        20      215       1.46948E-02   0.0611
        21      215       1.46265E-02   0.0421
        22      215       1.74221E-02   0.0417
        23      215       1.74198E-02   0.0435
        24      215       1.77084E-02   0.0438
        25      215       1.83019E-02   0.0436
        26      215       2.03364E-02   0.0412
        27      215       2.30948E-02   0.0404
        28      215       2.24787E-02   0.0423
        29      215       1.92729E-02   0.0458
        30      215       1.98121E-02   0.0535
        31      215       2.19494E-02   0.0456
        32      215       2.37506E-02   0.0501
         1      216       9.07290E-03   0.0898
         2      216       8.77341E-03   0.0869
         3      216       8.88799E-03   0.0826
         4      216       8.93412E-03   0.0862
         5      216       8.72379E-03   0.0836
         6      216       8.67211E-03   0.0871
         7      216       9.66414E-03   0.0952
         8      216       9.86832E-03   0.1012
         9      216       9.93186E-03   0.1023
        10      216       1.06805E-02   0.1467
        11      216       1.11636E-02   0.1468
        12      216       1.07619E-02   0.1467
        13      216       9.25185E-03   0.1271
        14      216       1.02763E-02   0.1217
        15      216       1.03062E-02   0.1180
        16      216       9.37192E-03   0.1162
        17      216       1.02955E-02   0.0404
        18      216       1.13821E-02   0.0515
        19      216       1.33126E-02   0.0529
        20      216       1.38387E-02   0.0455
        21      216       1.48827E-02   0.0396
        22      216       1.55685E-02   0.0425
        23      216       1.63142E-02   0.0419
        24      216       1.59537E-02   0.0436
        25      216       1.67975E-02   0.0431
        26      216       1.80327E-02   0.0417
        27      216       2.20477E-02   0.0468
        28      216       2.09884E-02   0.0491
        29      216       1.88338E-02   0.0507
        30      216       1.76640E-02   0.0471
        31      216       2.25994E-02   0.0479
        32      216       2.42327E-02   0.0466
         1      217       7.79511E-03   0.0784
         2      217       8.17824E-03   0.0774
         3      217       8.29786E-03   0.0887
         4      217       8.79732E-03   0.0999
         5      217       9.16802E-03   0.1013
         6      217       9.45801E-03   0.0960
         7      217       9.89866E-03   0.0994
         8      217       1.06381E-02   0.1144
         9      217       1.09099E-02   0.1382
        10      217       1.11652E-02   0.1438
        11      217       1.07403E-02   0.1508
        12      217       9.79111E-03   0.1196
        13      217       9.24981E-03   0.1211
        14      217       7.36522E-03   0.1403
        15      217       6.70921E-03   0.1415
        16      217       7.36599E-03   0.1362
        17      217       9.30296E-03   0.0419
        18      217       1.06374E-02   0.0553
        19      217       1.19100E-02   0.0530
        20      217       1.29476E-02   0.0468
        21      217       1.33270E-02   0.0436
        22      217       1.40376E-02   0.0423
        23      217       1.48524E-02   0.0433
        24      217       1.62545E-02   0.0524
        25      217       1.75782E-02   0.0541
        26      217       1.77437E-02   0.0506
        27      217       1.98773E-02   0.0418
        28      217       1.93928E-02   0.0441
        29      217       1.58040E-02   0.0458
        30      217       1.73232E-02   0.0553
        31      217       2.06874E-02   0.0517
        32      217       2.35467E-02   0.0466
         1      218       8.40808E-03   0.1065
         2      218       8.83152E-03   0.1177
         3      218       8.89196E-03   0.1120
         4      218       8.85611E-03   0.1154
         5      218       8.92032E-03   0.1072
         6      218       8.91623E-03   0.1018
         7      218       8.24485E-03   0.1005
         8      218       8.32355E-03   0.0962
         9      218       8.59267E-03   0.1099
        10      218       8.63852E-03   0.1242
        11      218       8.30200E-03   0.1318
        12      218       7.82165E-03   0.1311
        13      218       8.16959E-03   0.1347
        14      218       8.01645E-03   0.1568
        15      218       7.94218E-03   0.1482
        16      218       7.73554E-03   0.1438
        17      218       9.40958E-03   0.0460
        18      218       1.05022E-02   0.0524
        19      218       1.21829E-02   0.0647
        20      218       1.22945E-02   0.0645
        21      218       1.38471E-02   0.0428
        22      218       1.52459E-02   0.0499
        23      218       1.63490E-02   0.0540
        24      218       1.54299E-02   0.0449
        25      218       1.66524E-02   0.0447
        26      218       1.86258E-02   0.0405
        27      218       2.11054E-02   0.0427
        28      218       2.06140E-02   0.0488
        29      218       1.89023E-02   0.0557
        30      218       1.71552E-02   0.0536
        31      218       2.00047E-02   0.0501
        32      218       2.06527E-02   0.0490
         1      219       8.15539E-03   0.0926
         2      219       8.33707E-03   0.0996
         3      219       8.74920E-03   0.1123
         4      219       8.81082E-03   0.1259
         5      219       8.75605E-03   0.1200
         6      219       8.79705E-03   0.1118
         7      219       9.03997E-03   0.1047
         8      219       8.91560E-03   0.1111
         9      219       8.75444E-03   0.1111
        10      219       8.41208E-03   0.1143
        11      219       8.46981E-03   0.1269
        12      219       8.03682E-03   0.1223
        13      219       7.99401E-03   0.1240
        14      219       8.22294E-03   0.1363
        15      219       8.06599E-03   0.1376
        16      219       7.84385E-03   0.1214
        17      219       9.37254E-03   0.0435
        18      219       1.00307E-02   0.0501
        19      219       1.11946E-02   0.0597
        20      219       1.21229E-02   0.0481
        21      219       1.36082E-02   0.0488
        22      219       1.42637E-02   0.0445
        23      219       1.52281E-02   0.0446
        24      219       1.51825E-02   0.0448
        25      219       1.53284E-02   0.0432
        26      219       1.67990E-02   0.0464
        27      219       1.94784E-02   0.0429
        28      219       1.95561E-02   0.0486
        29      219       1.74902E-02   0.0547
        30      219       1.66197E-02   0.0561
        31      219       1.91991E-02   0.0467
        32      219       2.24352E-02   0.0495
         1      220       7.96425E-03   0.0764
         2      220       8.18543E-03   0.0783
         3      220       8.32133E-03   0.0815
         4      220       8.43957E-03   0.0883
         5      220       8.07805E-03   0.0902
         6      220       7.90524E-03   0.0933
         7      220       8.40981E-03   0.1041
         8      220       8.56941E-03   0.1147
         9      220       8.20150E-03   0.1257
        10      220       7.94444E-03   0.1325
        11      220       8.16167E-03   0.1331
        12      220       8.23371E-03   0.1192
        13      220       7.97757E-03   0.1096
        14      220       7.79196E-03   0.1108
        15      220       7.17367E-03   0.1074
        16      220       7.13077E-03   0.1076
        17      220       8.84811E-03   0.0434
        18      220       9.07643E-03   0.0548
        19      220       1.06705E-02   0.0582
        20      220       1.27425E-02   0.0502
        21      220       1.40822E-02   0.0464
        22      220       1.48128E-02   0.0447
        23      220       1.51011E-02   0.0483
        24      220       1.52869E-02   0.0499
        25      220       1.64746E-02   0.0478
        26      220       1.77779E-02   0.0447
        27      220       1.95689E-02   0.0432
        28      220       1.99579E-02   0.0483
        29      220       1.77880E-02   0.0507
        30      220       1.75424E-02   0.0511
        31      220       2.05022E-02   0.0492
        32      220       2.18988E-02   0.0501
         1      221       7.97009E-03   0.1000
         2      221       7.87223E-03   0.0908
         3      221       7.56285E-03   0.0893
         4      221       7.43103E-03   0.0923
         5      221       7.45110E-03   0.0925
         6      221       7.60181E-03   0.0918
         7      221       7.35655E-03   0.0869
         8      221       7.58720E-03   0.0944
         9      221       7.75837E-03   0.1003
        10      221       7.64556E-03   0.1093
        11      221       8.07585E-03   0.1412
        12      221       7.74291E-03   0.1281
        13      221       7.37334E-03   0.1207
        14      221       7.30250E-03   0.1283
        15      221       7.91402E-03   0.1217
        16      221       7.39674E-03   0.1115
        17      221       9.22621E-03   0.0459
        18      221       1.01444E-02   0.0564
        19      221       1.17823E-02   0.0576
        20      221       1.34523E-02   0.0615
        21      221       1.42203E-02   0.0507
        22      221       1.47331E-02   0.0460
        23      221       1.44548E-02   0.0471
        24      221       1.54988E-02   0.0482
        25      221       1.56705E-02   0.0460
        26      221       1.67985E-02   0.0481
        27      221       1.92754E-02   0.0439
        28      221       1.80610E-02   0.0475
        29      221       1.70603E-02   0.0636
        30      221       1.49073E-02   0.0519
        31      221       1.82367E-02   0.0509
        32      221       2.07551E-02   0.0542
         1      222       7.05564E-03   0.1084
         2      222       7.50113E-03   0.1239
         3      222       7.22646E-03   0.1029
         4      222       6.80889E-03   0.0871
         5      222       6.94704E-03   0.0883
         6      222       7.11498E-03   0.0947
         7      222       7.18090E-03   0.0922
         8      222       7.82278E-03   0.0977
         9      222       7.66832E-03   0.1124
        10      222       7.61749E-03   0.1387
        11      222       6.63115E-03   0.1157
        12      222       6.45738E-03   0.1254
        13      222       6.91327E-03   0.1199
        14      222       7.05025E-03   0.1198
        15      222       6.36243E-03   0.1201
        16      222       6.16053E-03   0.1106
        17      222       8.78342E-03   0.0473
        18      222       9.05241E-03   0.0529
        19      222       1.14067E-02   0.0588
        20      222       1.21331E-02   0.0492
        21      222       1.30182E-02   0.0467
        22      222       1.35332E-02   0.0519
        23      222       1.41959E-02   0.0448
        24      222       1.44933E-02   0.0432
        25      222       1.49275E-02   0.0506
        26      222       1.57601E-02   0.0516
        27      222       1.79957E-02   0.0434
        28      222       1.70481E-02   0.0474
        29      222       1.58104E-02   0.0587
        30      222       1.46534E-02   0.0577
        31      222       1.79999E-02   0.0525
        32      222       1.97383E-02   0.0546
         1      223       7.14750E-03   0.0987
         2      223       7.38643E-03   0.1024
         3      223       7.15588E-03   0.1080
         4      223       6.99770E-03   0.1166
         5      223       6.87794E-03   0.1139
         6      223       6.94937E-03   0.1092
         7      223       7.02702E-03   0.1141
         8      223       6.85639E-03   0.1254
         9      223       7.02073E-03   0.1239
        10      223       6.43775E-03   0.1378
        11      223       6.13541E-03   0.1453
        12      223       6.05490E-03   0.1325
        13      223       5.47323E-03   0.1198
        14      223       4.77742E-03   0.1229
        15      223       5.16829E-03   0.1280
        16      223       5.25834E-03   0.1216
        17      223       8.94839E-03   0.0475
        18      223       9.94245E-03   0.0625
        19      223       1.01576E-02   0.0598
        20      223       1.16060E-02   0.0550
        21      223       1.19262E-02   0.0474
        22      223       1.26961E-02   0.0432
        23      223       1.34902E-02   0.0464
        24      223       1.34079E-02   0.0439
        25      223       1.42011E-02   0.0471
        26      223       1.52724E-02   0.0448
        27      223       1.86625E-02   0.0495
        28      223       1.85539E-02   0.0511
        29      223       1.60059E-02   0.0532
        30      223       1.55161E-02   0.0554
        31      223       1.82846E-02   0.0499
        32      223       2.07679E-02   0.0545
         1      224       6.42958E-03   0.1048
         2      224       5.87027E-03   0.0940
         3      224       6.48957E-03   0.1038
         4      224       6.04474E-03   0.1094
         5      224       6.57313E-03   0.1070
         6      224       6.62811E-03   0.1071
         7      224       6.78825E-03   0.1161
         8      224       7.46445E-03   0.1259
         9      224       6.82630E-03   0.1344
        10      224       6.75389E-03   0.1361
        11      224       6.45191E-03   0.1380
        12      224       6.93454E-03   0.1345
        13      224       6.82378E-03   0.1410
        14      224       6.99237E-03   0.1504
        15      224       6.62753E-03   0.1487
        16      224       6.25010E-03   0.1429
        17      224       8.04867E-03   0.0577
        18      224       8.89954E-03   0.0589
        19      224       9.72307E-03   0.0606
        20      224       1.16567E-02   0.0547
        21      224       1.33389E-02   0.0708
        22      224       1.36619E-02   0.0494
        23      224       1.24149E-02   0.0514
        24      224       1.26695E-02   0.0498
        25      224       1.37124E-02   0.0542
        26      224       1.56007E-02   0.0525
        27      224       1.82789E-02   0.0474
        28      224       1.82782E-02   0.0508
        29      224       1.63160E-02   0.0573
        30      224       1.55045E-02   0.0542
        31      224       1.74510E-02   0.0522
        32      224       2.09662E-02   0.0516
         1      225       6.53211E-03   0.0955
         2      225       7.00556E-03   0.1032
         3      225       6.95977E-03   0.0909
         4      225       6.91651E-03   0.1021
         5      225       6.77781E-03   0.1001
         6      225       6.23915E-03   0.0939
         7      225       6.68499E-03   0.0931
         8      225       6.72800E-03   0.1008
         9      225       6.89554E-03   0.1137
        10      225       6.77700E-03   0.1327
        11      225       6.71896E-03   0.1394
        12      225       6.07835E-03   0.1222
        13      225       6.39648E-03   0.1337
        14      225       6.44279E-03   0.1613
        15      225       6.63876E-03   0.1582
        16      225       7.05342E-03   0.1383
        17      225       8.81496E-03   0.0590
        18      225       9.68403E-03   0.0632
        19      225       1.00378E-02   0.0672
        20      225       1.10178E-02   0.0616
        21      225       1.19958E-02   0.0455
        22      225       1.30278E-02   0.0547
        23      225       1.17948E-02   0.0432
        24      225       1.27010E-02   0.0518
        25      225       1.32623E-02   0.0483
        26      225       1.42301E-02   0.0512
        27      225       1.72026E-02   0.0488
        28      225       1.70240E-02   0.0510
        29      225       1.52258E-02   0.0528
        30      225       1.36668E-02   0.0569
        31      225       1.54657E-02   0.0516
        32      225       1.64575E-02   0.0535
         1      226       6.92539E-03   0.0954
         2      226       7.15230E-03   0.0974
         3      226       7.25869E-03   0.1083
         4      226       7.91976E-03   0.1186
         5      226       8.03582E-03   0.1124
         6      226       8.21522E-03   0.1081
         7      226       7.05815E-03   0.0954
         8      226       7.03458E-03   0.1011
         9      226       6.85063E-03   0.1177
        10      226       6.71787E-03   0.1333
        11      226       6.76672E-03   0.1418
        12      226       6.93856E-03   0.1431
        13      226       6.86519E-03   0.1450
        14      226       7.63445E-03   0.1667
        15      226       6.92378E-03   0.1581
        16      226       6.28232E-03   0.1268
        17      226       8.37792E-03   0.0651
        18      226       9.28870E-03   0.0735
        19      226       1.07171E-02   0.0865
        20      226       1.05528E-02   0.0573
        21      226       1.14537E-02   0.0551
        22      226       1.15264E-02   0.0471
        23      226       1.28281E-02   0.0488
        24      226       1.24021E-02   0.0467
        25      226       1.27592E-02   0.0464
        26      226       1.45298E-02   0.0519
        27      226       1.65561E-02   0.0490
        28      226       1.54451E-02   0.0502
        29      226       1.34075E-02   0.0546
        30      226       1.43263E-02   0.0674
        31      226       1.56373E-02   0.0581
        32      226       1.82034E-02   0.0552
         1      227       6.53872E-03   0.0905
         2      227       7.17063E-03   0.1113
         3      227       7.57101E-03   0.1342
         4      227       8.63830E-03   0.1701
         5      227       8.19988E-03   0.1625
         6      227       7.60094E-03   0.1489
         7      227       7.43513E-03   0.1397
         8      227       6.37864E-03   0.1148
         9      227       7.23105E-03   0.1206
        10      227       6.93924E-03   0.1365
        11      227       6.56565E-03   0.1479
        12      227       5.74504E-03   0.1191
        13      227       6.53403E-03   0.1453
        14      227       6.45451E-03   0.1560
        15      227       6.15244E-03   0.1586
        16      227       6.52462E-03   0.1868
        17      227       8.09115E-03   0.0524
        18      227       1.00788E-02   0.0610
        19      227       8.88917E-03   0.0537
        20      227       9.28049E-03   0.0451
        21      227       1.06415E-02   0.0464
        22      227       1.10047E-02   0.0438
