
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        32       24       2.06744E-03   0.1181
         1       25       1.23134E-02   0.1599
         2       25       1.20144E-02   0.1708
         3       25       1.12334E-02   0.1803
         4       25       9.40790E-03   0.1448
         5       25       8.87805E-03   0.1409
         6       25       8.03517E-03   0.1353
         7       25       6.32576E-03   0.1420
         8       25       4.96620E-03   0.1666
         9       25       4.18901E-03   0.1864
        10       25       2.48834E-03   0.2133
        11       25       1.91009E-03   0.2729
        12       25       1.98006E-03   0.2916
        13       25       2.05604E-03   0.2753
        14       25       1.88190E-03   0.2950
        15       25       1.61110E-03   0.3083
        16       25       1.54061E-03   0.2843
        17       25       3.22447E-03   0.0972
        18       25       3.46286E-03   0.1177
        19       25       3.84118E-03   0.1999
        20       25       3.07331E-03   0.1371
        21       25       3.08428E-03   0.1588
        22       25       2.99522E-03   0.1691
        23       25       2.17679E-03   0.1107
        24       25       2.29045E-03   0.1153
        25       25       1.87403E-03   0.1071
        26       25       1.82260E-03   0.1112
        27       25       2.20110E-03   0.1085
        28       25       2.19173E-03   0.1351
        29       25       1.73675E-03   0.1171
        30       25       1.80057E-03   0.1333
        31       25       1.68728E-03   0.1133
        32       25       2.20104E-03   0.1285
         1       26       1.16221E-02   0.1225
         2       26       1.08719E-02   0.1279
         3       26       1.15664E-02   0.2148
         4       26       1.30420E-02   0.2814
         5       26       1.14478E-02   0.2866
         6       26       8.22577E-03   0.2334
         7       26       7.03297E-03   0.1950
         8       26       4.81238E-03   0.1709
         9       26       3.34330E-03   0.2137
        10       26       2.98969E-03   0.2334
        11       26       2.76182E-03   0.2532
        12       26       2.12998E-03   0.2650
        13       26       1.67425E-03   0.3133
        14       26       1.39612E-03   0.4014
        15       26       1.36966E-03   0.3771
        16       26       1.13125E-03   0.3545
        17       26       3.41702E-03   0.1082
        18       26       3.84450E-03   0.1376
        19       26       3.25432E-03   0.1212
        20       26       3.77682E-03   0.1616
        21       26       4.12290E-03   0.1716
        22       26       2.72542E-03   0.1087
        23       26       2.45731E-03   0.1242
        24       26       2.69545E-03   0.1440
        25       26       2.27997E-03   0.1242
        26       26       2.55899E-03   0.1180
        27       26       2.50039E-03   0.1172
        28       26       2.00856E-03   0.1141
        29       26       2.06383E-03   0.1133
        30       26       2.19425E-03   0.1318
        31       26       2.62780E-03   0.1412
        32       26       2.66018E-03   0.1306
         1       27       1.11803E-02   0.1306
         2       27       1.01343E-02   0.1317
         3       27       9.63372E-03   0.1439
         4       27       9.41500E-03   0.1692
         5       27       8.34310E-03   0.1758
         6       27       9.49836E-03   0.2502
         7       27       7.99958E-03   0.2254
         8       27       6.29031E-03   0.2037
         9       27       4.63016E-03   0.2327
        10       27       4.04225E-03   0.2162
        11       27       3.38086E-03   0.2297
        12       27       2.53681E-03   0.2400
        13       27       2.19531E-03   0.2476
        14       27       1.77907E-03   0.2730
        15       27       1.74133E-03   0.2691
        16       27       1.43977E-03   0.2548
        17       27       3.33022E-03   0.1040
        18       27       3.12021E-03   0.1310
        19       27       3.93550E-03   0.1759
        20       27       3.81014E-03   0.1809
        21       27       3.08384E-03   0.1156
        22       27       2.96523E-03   0.1067
        23       27       2.61620E-03   0.1017
        24       27       2.42139E-03   0.0999
        25       27       2.11231E-03   0.1039
        26       27       2.18001E-03   0.1086
        27       27       2.45942E-03   0.0955
        28       27       2.47032E-03   0.1432
        29       27       2.02895E-03   0.1239
        30       27       2.78869E-03   0.1341
        31       27       2.69828E-03   0.1315
        32       27       2.66940E-03   0.1123
         1       28       1.17372E-02   0.1288
         2       28       1.01908E-02   0.1338
         3       28       9.27700E-03   0.1580
         4       28       8.28074E-03   0.1944
         5       28       8.61182E-03   0.1753
         6       28       7.24964E-03   0.1773
         7       28       6.18989E-03   0.1581
         8       28       4.71891E-03   0.1564
         9       28       3.92593E-03   0.1682
        10       28       3.00119E-03   0.1852
        11       28       2.07493E-03   0.2063
        12       28       2.41024E-03   0.2142
        13       28       2.06167E-03   0.2167
        14       28       1.76012E-03   0.2669
        15       28       1.11683E-03   0.3024
        16       28       9.83469E-04   0.2580
        17       28       3.17049E-03   0.1115
        18       28       3.68185E-03   0.1447
        19       28       3.94570E-03   0.1284
        20       28       3.92782E-03   0.1244
        21       28       3.26940E-03   0.0936
        22       28       2.94895E-03   0.1189
        23       28       3.06786E-03   0.1083
        24       28       2.61649E-03   0.1156
        25       28       2.09349E-03   0.1168
        26       28       2.04203E-03   0.1108
        27       28       2.47154E-03   0.1141
        28       28       2.26794E-03   0.1083
        29       28       2.40883E-03   0.1437
        30       28       2.04595E-03   0.1279
        31       28       2.25631E-03   0.1252
        32       28       2.69967E-03   0.1241
         1       29       1.17563E-02   0.1172
         2       29       1.30627E-02   0.1288
         3       29       1.17124E-02   0.1457
         4       29       1.03568E-02   0.1847
         5       29       8.84824E-03   0.1933
         6       29       8.47563E-03   0.1766
         7       29       5.91727E-03   0.1581
         8       29       5.05727E-03   0.1514
         9       29       3.92193E-03   0.1676
        10       29       2.41003E-03   0.1673
        11       29       1.97388E-03   0.2112
        12       29       1.59020E-03   0.2050
        13       29       1.40515E-03   0.1838
        14       29       1.00103E-03   0.2243
        15       29       1.18887E-03   0.2394
        16       29       1.39537E-03   0.2398
        17       29       3.87388E-03   0.0953
        18       29       3.80672E-03   0.1212
        19       29       3.55121E-03   0.1126
        20       29       3.37734E-03   0.1333
        21       29       2.99534E-03   0.1204
        22       29       2.27467E-03   0.1007
        23       29       2.22026E-03   0.0984
        24       29       2.06045E-03   0.1006
        25       29       1.90460E-03   0.0985
        26       29       1.95651E-03   0.1060
        27       29       2.32177E-03   0.1108
        28       29       2.12168E-03   0.1162
        29       29       2.32170E-03   0.1544
        30       29       2.40046E-03   0.1634
        31       29       2.54384E-03   0.1177
        32       29       2.70571E-03   0.1114
         1       30       1.27122E-02   0.1474
         2       30       1.18898E-02   0.1489
         3       30       1.24037E-02   0.1541
         4       30       1.11513E-02   0.1809
         5       30       1.02838E-02   0.1842
         6       30       9.17995E-03   0.1786
         7       30       8.38763E-03   0.1843
         8       30       6.33110E-03   0.2115
         9       30       4.43467E-03   0.2423
        10       30       2.98600E-03   0.2116
        11       30       2.10856E-03   0.2315
        12       30       2.10752E-03   0.2144
        13       30       1.49222E-03   0.2426
        14       30       1.33317E-03   0.2755
        15       30       9.69922E-04   0.2781
        16       30       8.45272E-04   0.2785
        17       30       4.02804E-03   0.0955
        18       30       4.86667E-03   0.1277
        19       30       3.79645E-03   0.1123
        20       30       3.44011E-03   0.1272
        21       30       3.32883E-03   0.1023
        22       30       2.79425E-03   0.0814
        23       30       2.79502E-03   0.0881
        24       30       2.46263E-03   0.0856
        25       30       2.21513E-03   0.0859
        26       30       2.03725E-03   0.1011
        27       30       2.33996E-03   0.1048
        28       30       2.82908E-03   0.1250
        29       30       2.36992E-03   0.1098
