
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
         7      135       9.56464E-02   0.0577
         8      135       9.70618E-02   0.0598
         9      135       9.76927E-02   0.0627
        10      135       9.44002E-02   0.0666
        11      135       8.88602E-02   0.0691
        12      135       8.28376E-02   0.0651
        13      135       8.01078E-02   0.0636
        14      135       7.48391E-02   0.0660
        15      135       7.35585E-02   0.0634
        16      135       7.36038E-02   0.0615
        17      135       5.50422E-02   0.0268
        18      135       5.62002E-02   0.0357
        19      135       6.14897E-02   0.0374
        20      135       6.38152E-02   0.0286
        21      135       6.81740E-02   0.0250
        22      135       6.84498E-02   0.0232
        23      135       6.77644E-02   0.0229
        24      135       6.76432E-02   0.0234
        25      135       6.82484E-02   0.0230
        26      135       7.30430E-02   0.0236
        27      135       8.58507E-02   0.0222
        28      135       8.52373E-02   0.0247
        29      135       7.64121E-02   0.0274
        30      135       7.62419E-02   0.0289
        31      135       9.53781E-02   0.0271
        32      135       1.04805E-01   0.0271
         1      136       8.12910E-02   0.0487
         2      136       8.41951E-02   0.0513
         3      136       9.20299E-02   0.0569
         4      136       9.90339E-02   0.0652
         5      136       9.97444E-02   0.0617
         6      136       9.86544E-02   0.0593
         7      136       9.92675E-02   0.0582
         8      136       1.03033E-01   0.0603
         9      136       9.95501E-02   0.0602
        10      136       9.38378E-02   0.0596
        11      136       8.63007E-02   0.0614
        12      136       8.22667E-02   0.0592
        13      136       7.59304E-02   0.0560
        14      136       7.17520E-02   0.0598
        15      136       6.77034E-02   0.0588
        16      136       6.82344E-02   0.0585
        17      136       5.49178E-02   0.0263
        18      136       5.79827E-02   0.0330
        19      136       6.11086E-02   0.0335
        20      136       6.66479E-02   0.0286
        21      136       7.18651E-02   0.0260
        22      136       7.02630E-02   0.0242
        23      136       6.76356E-02   0.0228
        24      136       6.83857E-02   0.0220
        25      136       6.87603E-02   0.0221
        26      136       7.75084E-02   0.0232
        27      136       9.14393E-02   0.0247
        28      136       8.69928E-02   0.0255
        29      136       8.12157E-02   0.0274
        30      136       7.98868E-02   0.0314
        31      136       9.61206E-02   0.0261
        32      136       1.06733E-01   0.0269
         1      137       8.44817E-02   0.0539
         2      137       8.67015E-02   0.0543
         3      137       9.04369E-02   0.0581
         4      137       9.17356E-02   0.0593
         5      137       9.07857E-02   0.0571
         6      137       8.96144E-02   0.0555
         7      137       9.21825E-02   0.0546
         8      137       9.59359E-02   0.0557
         9      137       9.42499E-02   0.0579
        10      137       8.89037E-02   0.0617
        11      137       8.52997E-02   0.0654
        12      137       8.44324E-02   0.0632
        13      137       8.19923E-02   0.0649
        14      137       7.90171E-02   0.0689
        15      137       8.03632E-02   0.0670
        16      137       7.55505E-02   0.0641
        17      137       5.39762E-02   0.0265
        18      137       5.80001E-02   0.0360
        19      137       6.19140E-02   0.0340
        20      137       6.81560E-02   0.0293
        21      137       7.31564E-02   0.0262
        22      137       7.20594E-02   0.0237
        23      137       6.89988E-02   0.0232
        24      137       6.92098E-02   0.0229
        25      137       7.13680E-02   0.0232
        26      137       7.78278E-02   0.0229
        27      137       8.90168E-02   0.0219
        28      137       8.76242E-02   0.0247
        29      137       7.77425E-02   0.0261
        30      137       7.82533E-02   0.0285
        31      137       1.01739E-01   0.0278
        32      137       1.11671E-01   0.0275
         1      138       7.81025E-02   0.0496
         2      138       8.19555E-02   0.0517
         3      138       8.50090E-02   0.0554
         4      138       8.93091E-02   0.0593
         5      138       8.98019E-02   0.0586
         6      138       9.08145E-02   0.0557
         7      138       8.96127E-02   0.0536
         8      138       8.95142E-02   0.0559
         9      138       8.90391E-02   0.0594
        10      138       8.48419E-02   0.0631
        11      138       8.21129E-02   0.0654
        12      138       7.69915E-02   0.0607
        13      138       7.19288E-02   0.0601
        14      138       6.88989E-02   0.0649
        15      138       6.67298E-02   0.0647
        16      138       6.80284E-02   0.0618
        17      138       5.47795E-02   0.0286
        18      138       5.64701E-02   0.0305
        19      138       6.35259E-02   0.0319
        20      138       6.92066E-02   0.0271
        21      138       7.19775E-02   0.0253
        22      138       7.13948E-02   0.0240
        23      138       6.71644E-02   0.0236
        24      138       6.89109E-02   0.0233
        25      138       6.89739E-02   0.0226
        26      138       7.72053E-02   0.0222
        27      138       9.40704E-02   0.0229
        28      138       9.16882E-02   0.0237
        29      138       7.76470E-02   0.0261
        30      138       7.89777E-02   0.0275
        31      138       9.68914E-02   0.0256
        32      138       1.09833E-01   0.0253
         1      139       1.18288E-01   0.0993
         2      139       1.20198E-01   0.0929
         3      139       1.24871E-01   0.0938
         4      139       1.26657E-01   0.0962
         5      139       1.26635E-01   0.0981
         6      139       1.27197E-01   0.1007
         7      139       1.30934E-01   0.1014
         8      139       1.34589E-01   0.1043
         9      139       1.30809E-01   0.1099
        10      139       1.25415E-01   0.1102
        11      139       1.22197E-01   0.1166
        12      139       1.22795E-01   0.1172
        13      139       1.25288E-01   0.1183
        14      139       1.27076E-01   0.1229
        15      139       1.25495E-01   0.1316
        16      139       1.29833E-01   0.1396
        17      139       5.91514E-02   0.0381
        18      139       6.35065E-02   0.0436
        19      139       7.28232E-02   0.0509
        20      139       8.12125E-02   0.0707
        21      139       8.57896E-02   0.0521
        22      139       8.13493E-02   0.0358
        23      139       7.89567E-02   0.0346
        24      139       7.50480E-02   0.0318
        25      139       7.76777E-02   0.0367
        26      139       9.56202E-02   0.0790
        27      139       1.08503E-01   0.0389
        28      139       1.10097E-01   0.0428
        29      139       8.71712E-02   0.0423
        30      139       9.08079E-02   0.0531
        31      139       1.18763E-01   0.0568
        32      139       1.38755E-01   0.0542
         1      140       1.57333E-01   0.0660
         2      140       1.61023E-01   0.0622
         3      140       1.65836E-01   0.0621
         4      140       1.68787E-01   0.0628
         5      140       1.71966E-01   0.0626
         6      140       1.72260E-01   0.0629
         7      140       1.73933E-01   0.0644
         8      140       1.82758E-01   0.0656
         9      140       1.85204E-01   0.0675
        10      140       1.84468E-01   0.0711
        11      140       1.84375E-01   0.0740
        12      140       1.81681E-01   0.0773
        13      140       1.80163E-01   0.0830
        14      140       1.82131E-01   0.0864
        15      140       1.88707E-01   0.0944
        16      140       1.98533E-01   0.1020
        17      140       8.88055E-02   0.0469
        18      140       9.95810E-02   0.0592
        19      140       1.01339E-01   0.0578
        20      140       1.08705E-01   0.0588
        21      140       1.20521E-01   0.0697
        22      140       1.20474E-01   0.0472
        23      140       1.07340E-01   0.0422
        24      140       1.00528E-01   0.0398
        25      140       9.94201E-02   0.0426
        26      140       1.21365E-01   0.0666
        27      140       1.54252E-01   0.0450
        28      140       1.76858E-01   0.0506
        29      140       1.52215E-01   0.0588
        30      140       1.19329E-01   0.0593
        31      140       1.54189E-01   0.0445
        32      140       1.86672E-01   0.0479
         1      141       2.00580E-01   0.0714
         2      141       2.03685E-01   0.0671
         3      141       2.11842E-01   0.0679
         4      141       2.18140E-01   0.0686
         5      141       2.25427E-01   0.0692
         6      141       2.28959E-01   0.0700
         7      141       2.38169E-01   0.0696
         8      141       2.46854E-01   0.0708
         9      141       2.53561E-01   0.0721
        10      141       2.61323E-01   0.0705
        11      141       2.66127E-01   0.0726
        12      141       2.70286E-01   0.0729
        13      141       2.72073E-01   0.0752
        14      141       2.78293E-01   0.0776
        15      141       2.90926E-01   0.0833
        16      141       3.01336E-01   0.0888
        17      141       1.18769E-01   0.0383
        18      141       1.21256E-01   0.0434
        19      141       1.14922E-01   0.0420
        20      141       1.24098E-01   0.0506
        21      141       1.32055E-01   0.0289
        22      141       1.30421E-01   0.0286
        23      141       1.31824E-01   0.0313
        24      141       1.34262E-01   0.0298
        25      141       1.37004E-01   0.0323
        26      141       1.49016E-01   0.0625
        27      141       1.90706E-01   0.0313
        28      141       2.24168E-01   0.0346
        29      141       1.76939E-01   0.0408
        30      141       1.52525E-01   0.0467
        31      141       2.06197E-01   0.0369
        32      141       2.43825E-01   0.0389
         1      142       2.28319E-01   0.0610
         2      142       2.36771E-01   0.0574
         3      142       2.45114E-01   0.0574
         4      142       2.51162E-01   0.0581
         5      142       2.57088E-01   0.0580
         6      142       2.65771E-01   0.0584
         7      142       2.76185E-01   0.0588
         8      142       2.92336E-01   0.0591
         9      142       3.00530E-01   0.0605
        10      142       3.12708E-01   0.0617
        11      142       3.20083E-01   0.0633
        12      142       3.24865E-01   0.0646
        13      142       3.33070E-01   0.0672
        14      142       3.43690E-01   0.0692
        15      142       3.48370E-01   0.0737
        16      142       3.63885E-01   0.0798
        17      142       1.29706E-01   0.0387
        18      142       1.33553E-01   0.0512
        19      142       1.41288E-01   0.0503
        20      142       1.46165E-01   0.0514
        21      142       1.66440E-01   0.0479
        22      142       1.57526E-01   0.0387
        23      142       1.50975E-01   0.0389
        24      142       1.45986E-01   0.0316
        25      142       1.51508E-01   0.0316
        26      142       1.60638E-01   0.0509
        27      142       2.14988E-01   0.0317
        28      142       2.38748E-01   0.0350
        29      142       1.89717E-01   0.0404
        30      142       1.63337E-01   0.0497
        31      142       2.35907E-01   0.0481
        32      142       2.80700E-01   0.0445
         1      143       2.31122E-01   0.0488
         2      143       2.40938E-01   0.0472
         3      143       2.51016E-01   0.0478
         4      143       2.58019E-01   0.0488
         5      143       2.65545E-01   0.0488
         6      143       2.71494E-01   0.0490
         7      143       2.79492E-01   0.0497
         8      143       2.94452E-01   0.0509
         9      143       3.04098E-01   0.0525
        10      143       3.13896E-01   0.0542
        11      143       3.20489E-01   0.0552
        12      143       3.21450E-01   0.0550
        13      143       3.28672E-01   0.0558
        14      143       3.36976E-01   0.0575
        15      143       3.44797E-01   0.0593
        16      143       3.61112E-01   0.0616
        17      143       1.43031E-01   0.0328
        18      143       1.47234E-01   0.0410
        19      143       1.50787E-01   0.0453
        20      143       1.71015E-01   0.0620
        21      143       1.76539E-01   0.0407
        22      143       1.75786E-01   0.0349
        23      143       1.65913E-01   0.0346
        24      143       1.54122E-01   0.0297
        25      143       1.56788E-01   0.0322
        26      143       1.69662E-01   0.0575
        27      143       2.33496E-01   0.0339
        28      143       2.67912E-01   0.0360
        29      143       2.21087E-01   0.0411
        30      143       1.75128E-01   0.0437
        31      143       2.50925E-01   0.0297
        32      143       3.07626E-01   0.0342
         1      144       2.49098E-01   0.0531
         2      144       2.56223E-01   0.0501
         3      144       2.66457E-01   0.0503
         4      144       2.74479E-01   0.0509
         5      144       2.82398E-01   0.0510
         6      144       2.91844E-01   0.0512
         7      144       3.09150E-01   0.0511
         8      144       3.25759E-01   0.0515
         9      144       3.38522E-01   0.0521
        10      144       3.48544E-01   0.0526
        11      144       3.56856E-01   0.0540
        12      144       3.63075E-01   0.0554
        13      144       3.71245E-01   0.0575
        14      144       3.83162E-01   0.0595
        15      144       3.96119E-01   0.0624
        16      144       4.08801E-01   0.0656
        17      144       1.34215E-01   0.0330
        18      144       1.43564E-01   0.0425
        19      144       1.56272E-01   0.0479
        20      144       1.79470E-01   0.0643
        21      144       1.84478E-01   0.0516
        22      144       1.85868E-01   0.0387
        23      144       1.68506E-01   0.0372
        24      144       1.59550E-01   0.0317
        25      144       1.45175E-01   0.0293
        26      144       1.75577E-01   0.0496
        27      144       2.35214E-01   0.0306
        28      144       2.56296E-01   0.0324
        29      144       2.13416E-01   0.0422
        30      144       1.65849E-01   0.0357
        31      144       2.52789E-01   0.0397
        32      144       2.78425E-01   0.0342
         1      145       3.10467E-01   0.0463
         2      145       3.21113E-01   0.0441
         3      145       3.32462E-01   0.0443
         4      145       3.42742E-01   0.0450
         5      145       3.55551E-01   0.0449
         6      145       3.62741E-01   0.0453
         7      145       3.75718E-01   0.0456
         8      145       3.93397E-01   0.0463
         9      145       4.10141E-01   0.0472
        10      145       4.30199E-01   0.0483
        11      145       4.49176E-01   0.0492
        12      145       4.55838E-01   0.0497
        13      145       4.70585E-01   0.0514
        14      145       4.89156E-01   0.0531
        15      145       4.85892E-01   0.0525
        16      145       5.16006E-01   0.0547
        17      145       1.49322E-01   0.0324
        18      145       1.53800E-01   0.0414
        19      145       1.59571E-01   0.0434
        20      145       1.62937E-01   0.0522
        21      145       1.97145E-01   0.0495
        22      145       1.84245E-01   0.0322
        23      145       1.66812E-01   0.0279
        24      145       1.63537E-01   0.0280
        25      145       1.62142E-01   0.0307
        26      145       1.84370E-01   0.0539
        27      145       2.45826E-01   0.0325
        28      145       2.69535E-01   0.0335
        29      145       2.09499E-01   0.0377
        30      145       1.70876E-01   0.0374
        31      145       2.54085E-01   0.0318
        32      145       3.05831E-01   0.0356
         1      146       2.84045E-01   0.0517
         2      146       2.91602E-01   0.0488
         3      146       3.03291E-01   0.0490
         4      146       3.13614E-01   0.0498
         5      146       3.24720E-01   0.0499
         6      146       3.36023E-01   0.0501
         7      146       3.50760E-01   0.0500
         8      146       3.73297E-01   0.0499
         9      146       3.84109E-01   0.0507
        10      146       3.96330E-01   0.0501
        11      146       4.04052E-01   0.0509
        12      146       4.12088E-01   0.0510
        13      146       4.26905E-01   0.0522
        14      146       4.48641E-01   0.0532
        15      146       4.98493E-01   0.0583
        16      146       5.36769E-01   0.0609
        17      146       1.50080E-01   0.0344
        18      146       1.48685E-01   0.0424
        19      146       1.60889E-01   0.0384
        20      146       1.63241E-01   0.0317
        21      146       1.90528E-01   0.0450
        22      146       1.90654E-01   0.0367
        23      146       1.70813E-01   0.0328
        24      146       1.63024E-01   0.0296
        25      146       1.62320E-01   0.0310
        26      146       1.94627E-01   0.0547
        27      146       2.60564E-01   0.0313
        28      146       2.87194E-01   0.0335
        29      146       2.18924E-01   0.0378
        30      146       1.86147E-01   0.0451
        31      146       2.83521E-01   0.0366
        32      146       3.23288E-01   0.0356
         1      147       2.61820E-01   0.0470
         2      147       2.72858E-01   0.0435
         3      147       2.80383E-01   0.0442
         4      147       2.85896E-01   0.0444
         5      147       2.92313E-01   0.0445
         6      147       2.97822E-01   0.0448
         7      147       3.00995E-01   0.0423
         8      147       3.12114E-01   0.0428
         9      147       3.21302E-01   0.0436
        10      147       3.39496E-01   0.0452
        11      147       3.51656E-01   0.0459
        12      147       3.59884E-01   0.0468
        13      147       3.75284E-01   0.0486
        14      147       3.90076E-01   0.0498
        15      147       4.05833E-01   0.0532
        16      147       4.29552E-01   0.0544
        17      147       1.43511E-01   0.0316
        18      147       1.39896E-01   0.0367
        19      147       1.47301E-01   0.0395
        20      147       1.59072E-01   0.0563
        21      147       1.74876E-01   0.0341
        22      147       1.77738E-01   0.0329
        23      147       1.70005E-01   0.0338
        24      147       1.65092E-01   0.0312
        25      147       1.63713E-01   0.0341
        26      147       1.73547E-01   0.0392
        27      147       2.51759E-01   0.0302
        28      147       2.75604E-01   0.0333
        29      147       2.20331E-01   0.0439
        30      147       1.79445E-01   0.0448
        31      147       2.78879E-01   0.0371
        32      147       3.09776E-01   0.0347
         1      148       2.36637E-01   0.0482
         2      148       2.47042E-01   0.0482
         3      148       2.55824E-01   0.0484
         4      148       2.59869E-01   0.0494
         5      148       2.68805E-01   0.0493
         6      148       2.79667E-01   0.0517
         7      148       2.93423E-01   0.0537
         8      148       3.09047E-01   0.0540
         9      148       3.23321E-01   0.0562
        10      148       3.31682E-01   0.0543
        11      148       3.36995E-01   0.0553
        12      148       3.43854E-01   0.0559
        13      148       3.47935E-01   0.0560
        14      148       3.66819E-01   0.0568
        15      148       3.90644E-01   0.0581
        16      148       4.26405E-01   0.0613
        17      148       1.41975E-01   0.0360
        18      148       1.49303E-01   0.0466
        19      148       1.50869E-01   0.0439
        20      148       1.56768E-01   0.0399
        21      148       1.80938E-01   0.0431
        22      148       1.75171E-01   0.0364
        23      148       1.67775E-01   0.0362
        24      148       1.61053E-01   0.0307
        25      148       1.56000E-01   0.0297
        26      148       1.86469E-01   0.0588
        27      148       2.47502E-01   0.0333
        28      148       2.63949E-01   0.0326
        29      148       2.06260E-01   0.0353
        30      148       1.68775E-01   0.0444
        31      148       2.47912E-01   0.0357
        32      148       3.04530E-01   0.0341
         1      149       2.37887E-01   0.0614
         2      149       2.44852E-01   0.0570
         3      149       2.55937E-01   0.0569
         4      149       2.65400E-01   0.0571
         5      149       2.74689E-01   0.0572
         6      149       2.77923E-01   0.0561
         7      149       2.89308E-01   0.0563
         8      149       3.01294E-01   0.0572
         9      149       3.08376E-01   0.0567
        10      149       3.23975E-01   0.0567
        11      149       3.44227E-01   0.0587
        12      149       3.52094E-01   0.0599
        13      149       3.76089E-01   0.0624
        14      149       3.83927E-01   0.0632
        15      149       4.07452E-01   0.0654
        16      149       4.42155E-01   0.0676
        17      149       1.28636E-01   0.0290
        18      149       1.33177E-01   0.0377
        19      149       1.45045E-01   0.0440
        20      149       1.55569E-01   0.0635
        21      149       1.81192E-01   0.0479
        22      149       1.80913E-01   0.0414
        23      149       1.69077E-01   0.0417
        24      149       1.60225E-01   0.0318
        25      149       1.46957E-01   0.0275
        26      149       1.74149E-01   0.0496
        27      149       2.46746E-01   0.0294
        28      149       2.72531E-01   0.0316
        29      149       1.97002E-01   0.0353
        30      149       1.56211E-01   0.0294
        31      149       2.61173E-01   0.0402
        32      149       3.01105E-01   0.0355
         1      150       6.77856E-01   0.0348
         2      150       7.07670E-01   0.0324
         3      150       7.21691E-01   0.0328
         4      150       7.28237E-01   0.0335
         5      150       7.57882E-01   0.0336
         6      150       7.75176E-01   0.0341
         7      150       7.96590E-01   0.0344
         8      150       8.30728E-01   0.0346
         9      150       8.46750E-01   0.0350
        10      150       8.94416E-01   0.0340
        11      150       9.31462E-01   0.0340
        12      150       9.74441E-01   0.0348
        13      150       1.03124E+00   0.0357
        14      150       1.09830E+00   0.0362
        15      150       1.20281E+00   0.0378
        16      150       1.35171E+00   0.0389
        17      150       2.54917E-01   0.0280
        18      150       2.70451E-01   0.0362
        19      150       3.09361E-01   0.0347
        20      150       3.36531E-01   0.0410
        21      150       3.49033E-01   0.0361
        22      150       3.14171E-01   0.0301
        23      150       2.71363E-01   0.0315
        24      150       2.54509E-01   0.0273
        25      150       2.39017E-01   0.0282
        26      150       3.51718E-01   0.0453
        27      150       4.07026E-01   0.0271
        28      150       4.05714E-01   0.0283
        29      150       3.08445E-01   0.0330
        30      150       2.68201E-01   0.0383
        31      150       4.28904E-01   0.0376
        32      150       5.12277E-01   0.0338
         1      151       4.80964E+00   0.0138
         2      151       4.95563E+00   0.0130
         3      151       5.02736E+00   0.0132
         4      151       4.99185E+00   0.0136
         5      151       5.16438E+00   0.0136
         6      151       5.22086E+00   0.0139
         7      151       5.32445E+00   0.0141
         8      151       5.53891E+00   0.0142
         9      151       5.60320E+00   0.0144
        10      151       5.90388E+00   0.0139
        11      151       6.17334E+00   0.0140
        12      151       6.42277E+00   0.0143
        13      151       6.84594E+00   0.0146
        14      151       7.32636E+00   0.0147
        15      151       8.16787E+00   0.0151
        16      151       9.26960E+00   0.0154
        17      151       1.82294E+00   0.0119
        18      151       1.97279E+00   0.0151
        19      151       2.20118E+00   0.0151
        20      151       2.45975E+00   0.0167
        21      151       2.51746E+00   0.0153
        22      151       2.32947E+00   0.0127
        23      151       1.99121E+00   0.0136
        24      151       1.82273E+00   0.0123
        25      151       1.57192E+00   0.0134
        26      151       2.19526E+00   0.0178
        27      151       3.04506E+00   0.0113
        28      151       3.89860E+00   0.0105
        29      151       2.75353E+00   0.0135
        30      151       1.70744E+00   0.0184
        31      151       3.27488E+00   0.0136
        32      151       3.97473E+00   0.0124
         1      152       6.99570E-01   0.0345
         2      152       7.21833E-01   0.0324
         3      152       7.29382E-01   0.0330
         4      152       7.28625E-01   0.0338
         5      152       7.53561E-01   0.0339
         6      152       7.63705E-01   0.0344
         7      152       7.74732E-01   0.0348
         8      152       8.04584E-01   0.0350
         9      152       8.02825E-01   0.0357
        10      152       8.39632E-01   0.0346
        11      152       8.63582E-01   0.0352
        12      152       8.90682E-01   0.0360
        13      152       9.29895E-01   0.0374
        14      152       9.79382E-01   0.0379
        15      152       1.06988E+00   0.0394
        16      152       1.19290E+00   0.0407
        17      152       7.21404E-01   0.0176
        18      152       7.41143E-01   0.0222
        19      152       7.94638E-01   0.0237
        20      152       9.35572E-01   0.0267
        21      152       1.02710E+00   0.0219
        22      152       1.07689E+00   0.0167
        23      152       9.51744E-01   0.0179
        24      152       8.82575E-01   0.0164
        25      152       7.77919E-01   0.0183
        26      152       9.20398E-01   0.0276
        27      152       1.67544E+00   0.0144
        28      152       2.62458E+00   0.0122
        29      152       1.77866E+00   0.0167
        30      152       8.42161E-01   0.0254
        31      152       1.96948E+00   0.0168
        32      152       2.33121E+00   0.0157
         1      153       1.98120E-01   0.0643
         2      153       2.06116E-01   0.0602
         3      153       2.13574E-01   0.0608
         4      153       2.15135E-01   0.0625
         5      153       2.20106E-01   0.0629
         6      153       2.21586E-01   0.0639
         7      153       2.27155E-01   0.0643
         8      153       2.40338E-01   0.0673
         9      153       2.43006E-01   0.0684
        10      153       2.51126E-01   0.0664
        11      153       2.65396E-01   0.0674
        12      153       2.71487E-01   0.0690
        13      153       2.87931E-01   0.0720
        14      153       2.99742E-01   0.0740
        15      153       3.20948E-01   0.0783
        16      153       3.44931E-01   0.0804
        17      153       1.16079E-01   0.0346
        18      153       1.26565E-01   0.0407
        19      153       1.30092E-01   0.0449
        20      153       1.43597E-01   0.0615
        21      153       1.72264E-01   0.0653
        22      153       1.64024E-01   0.0404
        23      153       1.52256E-01   0.0351
        24      153       1.46570E-01   0.0300
        25      153       1.45869E-01   0.0314
        26      153       1.60734E-01   0.0509
        27      153       2.22628E-01   0.0270
        28      153       2.39384E-01   0.0294
        29      153       1.94381E-01   0.0374
        30      153       1.47872E-01   0.0353
        31      153       2.43184E-01   0.0399
        32      153       2.71327E-01   0.0355
         1      154       1.77610E-01   0.0665
         2      154       1.86195E-01   0.0635
         3      154       1.92581E-01   0.0640
         4      154       1.97705E-01   0.0644
         5      154       2.03573E-01   0.0650
         6      154       2.06991E-01   0.0658
         7      154       2.12589E-01   0.0662
         8      154       2.16906E-01   0.0637
         9      154       2.22505E-01   0.0636
        10      154       2.31586E-01   0.0654
        11      154       2.30715E-01   0.0667
        12      154       2.30056E-01   0.0681
        13      154       2.30685E-01   0.0709
        14      154       2.39338E-01   0.0727
        15      154       2.57132E-01   0.0785
        16      154       2.86990E-01   0.0857
        17      154       1.13909E-01   0.0351
        18      154       1.21001E-01   0.0446
        19      154       1.32535E-01   0.0490
        20      154       1.46369E-01   0.0628
        21      154       1.68348E-01   0.0522
        22      154       1.57327E-01   0.0365
        23      154       1.40391E-01   0.0332
        24      154       1.43216E-01   0.0308
        25      154       1.28870E-01   0.0281
        26      154       1.55675E-01   0.0448
        27      154       2.25699E-01   0.0308
        28      154       2.61845E-01   0.0342
        29      154       1.89791E-01   0.0402
        30      154       1.52601E-01   0.0459
        31      154       2.15076E-01   0.0327
        32      154       2.47296E-01   0.0269
         1      155       1.44500E-01   0.0659
         2      155       1.52729E-01   0.0621
         3      155       1.59581E-01   0.0624
         4      155       1.65266E-01   0.0633
         5      155       1.70229E-01   0.0633
         6      155       1.74474E-01   0.0641
         7      155       1.77826E-01   0.0643
         8      155       1.81859E-01   0.0659
         9      155       1.82784E-01   0.0674
        10      155       1.87808E-01   0.0690
        11      155       1.91605E-01   0.0711
        12      155       1.98224E-01   0.0736
        13      155       2.08042E-01   0.0771
        14      155       2.13171E-01   0.0794
        15      155       2.29409E-01   0.0855
        16      155       2.55943E-01   0.0899
        17      155       1.17187E-01   0.0418
        18      155       1.16499E-01   0.0537
        19      155       1.27834E-01   0.0563
        20      155       1.38376E-01   0.0751
        21      155       1.54571E-01   0.0618
        22      155       1.57963E-01   0.0454
        23      155       1.44663E-01   0.0432
        24      155       1.41525E-01   0.0377
        25      155       1.31069E-01   0.0373
        26      155       1.53610E-01   0.0502
        27      155       2.19676E-01   0.0318
        28      155       2.30264E-01   0.0328
        29      155       1.85403E-01   0.0366
        30      155       1.55137E-01   0.0502
        31      155       2.39109E-01   0.0456
        32      155       2.70970E-01   0.0367
         1      156       1.57200E-01   0.0724
         2      156       1.65776E-01   0.0680
         3      156       1.71685E-01   0.0685
         4      156       1.70701E-01   0.0709
         5      156       1.74564E-01   0.0715
         6      156       1.72142E-01   0.0738
         7      156       1.74686E-01   0.0749
         8      156       1.80721E-01   0.0757
         9      156       1.83103E-01   0.0768
        10      156       1.95742E-01   0.0769
        11      156       2.00983E-01   0.0791
        12      156       2.03576E-01   0.0823
        13      156       2.09754E-01   0.0870
        14      156       2.21450E-01   0.0894
        15      156       2.43320E-01   0.0945
        16      156       2.59150E-01   0.0974
        17      156       1.07741E-01   0.0368
        18      156       1.15386E-01   0.0469
        19      156       1.20031E-01   0.0458
        20      156       1.19670E-01   0.0300
        21      156       1.60763E-01   0.0673
        22      156       1.53537E-01   0.0470
        23      156       1.34332E-01   0.0427
        24      156       1.30018E-01   0.0348
        25      156       1.25121E-01   0.0336
        26      156       1.49814E-01   0.0627
        27      156       2.09879E-01   0.0336
        28      156       2.45693E-01   0.0350
        29      156       1.98659E-01   0.0454
        30      156       1.46370E-01   0.0459
        31      156       2.21485E-01   0.0428
        32      156       2.74212E-01   0.0415
         1      157       1.37042E-01   0.0737
         2      157       1.42656E-01   0.0708
         3      157       1.47500E-01   0.0715
         4      157       1.51606E-01   0.0721
         5      157       1.53764E-01   0.0735
         6      157       1.57384E-01   0.0748
         7      157       1.58976E-01   0.0758
         8      157       1.63422E-01   0.0773
         9      157       1.62189E-01   0.0787
        10      157       1.64076E-01   0.0781
        11      157       1.66486E-01   0.0792
        12      157       1.68546E-01   0.0791
        13      157       1.72538E-01   0.0807
        14      157       1.80114E-01   0.0831
        15      157       1.90726E-01   0.0863
        16      157       2.22016E-01   0.0955
        17      157       1.09182E-01   0.0439
        18      157       1.16232E-01   0.0578
        19      157       1.28490E-01   0.0548
        20      157       1.27594E-01   0.0542
        21      157       1.50050E-01   0.0562
        22      157       1.47108E-01   0.0401
        23      157       1.37148E-01   0.0419
        24      157       1.28102E-01   0.0364
        25      157       1.26278E-01   0.0385
        26      157       1.55251E-01   0.0629
        27      157       2.21703E-01   0.0379
        28      157       2.55196E-01   0.0397
        29      157       1.87694E-01   0.0468
        30      157       1.41274E-01   0.0473
        31      157       2.17285E-01   0.0390
        32      157       2.61920E-01   0.0389
         1      158       1.17346E-01   0.0788
         2      158       1.21100E-01   0.0748
         3      158       1.25416E-01   0.0762
         4      158       1.27396E-01   0.0788
         5      158       1.30961E-01   0.0788
         6      158       1.31794E-01   0.0794
         7      158       1.34171E-01   0.0810
         8      158       1.41008E-01   0.0822
         9      158       1.42441E-01   0.0841
        10      158       1.43828E-01   0.0857
        11      158       1.47388E-01   0.0890
        12      158       1.45464E-01   0.0883
        13      158       1.45421E-01   0.0941
        14      158       1.49820E-01   0.0982
        15      158       1.57677E-01   0.1078
        16      158       1.64000E-01   0.1148
        17      158       9.96037E-02   0.0453
        18      158       1.05144E-01   0.0610
        19      158       1.07438E-01   0.0587
        20      158       1.21107E-01   0.0575
        21      158       1.28475E-01   0.0323
        22      158       1.33317E-01   0.0324
        23      158       1.31717E-01   0.0374
        24      158       1.25590E-01   0.0391
        25      158       1.13020E-01   0.0379
        26      158       1.35314E-01   0.0347
        27      158       1.96952E-01   0.0295
        28      158       2.28074E-01   0.0333
        29      158       1.85197E-01   0.0434
        30      158       1.28121E-01   0.0374
        31      158       2.19008E-01   0.0526
        32      158       2.67947E-01   0.0494
         1      159       1.09931E-01   0.0915
         2      159       1.12311E-01   0.0849
         3      159       1.12471E-01   0.0864
         4      159       1.11472E-01   0.0896
         5      159       1.13980E-01   0.0903
         6      159       1.18443E-01   0.0981
         7      159       1.21640E-01   0.0991
         8      159       1.24761E-01   0.1011
         9      159       1.30579E-01   0.1064
        10      159       1.30930E-01   0.1038
        11      159       1.32206E-01   0.1081
        12      159       1.38196E-01   0.1156
        13      159       1.44054E-01   0.1210
        14      159       1.49291E-01   0.1249
